0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,
40,12,11,12,11,12,11,12,11,12,11,12,11,12,11,12,11,12,11,12,11,12,11,12,11,12,11,12,11,12,11,40,
39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,
39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,
39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,
39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,
39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,
39,0,0,0,0,0,0,0,0,0,0,0,47,47,47,47,47,47,47,47,47,47,47,47,0,0,0,0,0,0,0,39,
39,0,0,0,0,0,0,0,0,0,0,0,40,38,33,34,35,36,37,37,38,37,38,40,0,0,0,0,0,0,0,39,
39,0,0,0,0,0,0,0,0,0,0,0,48,38,41,42,43,44,45,37,38,37,38,48,0,0,0,0,0,0,0,39,
39,0,0,0,0,0,0,0,0,0,0,0,48,38,49,50,51,52,53,45,46,45,46,48,0,0,0,0,0,0,0,39,
39,0,0,0,0,0,0,0,0,0,0,0,48,38,57,58,59,60,61,53,54,53,54,48,0,0,0,0,0,0,0,39,
39,0,0,0,0,0,0,0,0,0,0,0,48,38,38,38,38,38,38,38,38,38,38,48,0,0,0,0,0,0,0,39,
3,4,3,4,3,4,3,4,3,4,3,4,3,4,7,8,3,7,8,4,3,4,3,4,3,4,3,4,3,4,3,4,
11,12,11,12,11,12,11,12,11,12,11,12,11,12,15,16,11,15,16,12,11,12,11,12,11,12,11,12,11,12,11,12
