1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,47,47,39,1,1,39,47,47,47,47,47,47,47,47,47,47,47,47,47,47,1,1,1,1,1,1,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,1,1,1,1,1,1,1,1,
1,1,1,1,1,1,1,1,1,1,1,1,1,1,47,47,1,107,39,1,1,39,106,1,1,1,1,1,1,1,1,1,1,1,1,107,39,1,1,1,1,39,106,1,1,1,1,1,1,1,1,1,1,1,1,1,107,39,1,1,1,1,1,1,39,106,1,39,1,1,1,1,1,1,1,1,
1,1,1,1,1,1,1,1,1,1,1,1,47,47,1,1,1,105,39,1,1,39,114,1,1,1,1,1,1,1,1,1,1,1,1,1,105,39,1,1,39,106,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,105,39,1,1,1,1,39,106,1,1,39,1,1,1,1,1,1,1,1,
1,1,1,1,1,1,1,1,1,1,47,47,1,1,1,1,1,113,39,1,1,39,106,1,1,1,1,1,1,1,1,1,1,1,1,1,113,39,1,1,39,114,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,113,39,1,1,1,39,39,114,1,1,1,39,1,1,1,1,1,1,1,
1,1,1,1,1,1,1,1,47,47,1,1,1,1,1,1,1,1,105,39,1,39,106,1,1,1,1,1,1,1,1,1,1,1,1,1,105,39,1,1,39,106,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,105,39,1,1,39,106,1,1,1,1,1,39,1,1,1,1,1,1,1,
1,1,1,1,1,1,47,47,1,1,1,1,1,1,1,1,1,1,113,39,1,39,114,1,1,1,1,1,1,1,1,1,1,1,1,1,113,39,1,1,39,114,1,1,1,1,1,1,1,97,98,1,1,1,1,1,1,113,39,1,1,39,114,1,1,1,1,1,39,1,1,1,1,1,1,1,
1,1,1,1,47,47,1,1,1,1,1,1,1,1,1,1,1,1,105,39,1,39,106,1,1,1,1,1,1,1,1,1,1,1,1,1,1,105,39,39,106,1,1,1,1,1,1,1,105,47,47,97,98,1,1,1,1,1,105,39,39,106,1,1,1,1,1,1,39,1,1,1,1,1,1,1,
1,1,47,47,1,1,1,1,1,1,1,1,1,1,1,1,1,1,113,39,1,39,106,1,1,1,1,1,1,1,1,1,1,1,1,1,1,113,39,39,114,1,1,1,1,1,1,1,113,47,47,47,47,47,98,97,98,1,113,39,39,114,1,1,1,1,1,1,1,39,1,1,1,1,1,1,
1,39,106,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,107,39,39,114,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,121,122,1,1,1,1,1,1,1,1,1,121,122,47,47,47,47,47,47,97,98,121,122,1,1,1,1,1,1,1,1,39,1,1,1,1,1,1,
1,39,114,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,121,122,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,97,98,1,1,1,1,1,1,1,1,1,1,121,122,47,47,47,47,47,47,97,98,1,1,1,1,1,1,1,1,1,39,1,1,1,1,1,
1,39,106,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,97,98,97,98,47,47,106,1,1,1,1,1,1,1,1,1,1,1,121,122,121,122,47,47,47,47,106,1,1,1,1,1,1,1,1,39,1,1,1,1,1,
1,39,114,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,97,98,97,98,47,47,47,47,47,47,114,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,121,122,47,47,114,1,1,1,1,1,1,1,1,1,39,1,1,1,1,
1,39,106,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,97,98,97,98,47,47,47,47,47,47,47,47,121,122,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,121,122,1,1,1,1,1,1,1,1,1,1,39,1,1,1,1,
1,39,114,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,105,47,47,47,47,47,47,47,47,121,122,121,122,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,39,1,1,1,1,
1,39,106,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,113,47,47,47,47,121,122,121,122,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,39,1,1,1,1,
1,39,114,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,121,122,121,122,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,39,1,1,1,
1,39,106,1,1,1,1,1,1,1,1,97,98,97,98,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,39,1,1,1,
1,39,114,1,1,97,98,97,98,97,98,47,47,47,47,106,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,39,1,1,
1,39,106,1,105,47,47,47,47,47,47,1,1,1,39,114,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,39,1,1,
1,39,114,1,113,47,47,47,47,1,1,1,1,1,39,106,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,105,39,1,
1,39,106,1,1,121,122,121,122,47,47,47,47,1,39,106,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,113,39,1,
1,39,114,1,1,1,1,1,1,121,122,121,122,47,47,114,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,98,1,1,1,1,1,1,1,1,1,1,98,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,105,39,1,
1,39,106,1,1,1,1,1,1,1,1,1,1,121,122,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,47,47,47,47,47,47,47,47,47,47,47,47,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,99,1,1,1,1,99,1,1,1,1,1,1,1,113,39,1,
1,39,114,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,121,122,121,122,121,122,121,122,121,122,121,122,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,47,47,47,47,47,47,1,1,1,1,1,1,1,105,39,1,
1,39,106,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,121,122,121,122,121,122,1,1,1,1,1,1,1,113,39,1,
1,39,114,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,97,98,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,105,39,1,
1,39,106,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,105,39,39,106,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,105,39,1,
1,39,114,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,113,39,39,114,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,113,39,1,
1,1,47,47,47,47,47,47,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,105,39,39,106,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,105,39,1,
1,1,1,1,1,1,1,1,47,47,47,47,47,98,1,1,1,1,1,1,98,1,1,1,1,1,1,1,1,1,1,1,1,1,1,39,39,1,1,1,1,1,1,1,1,1,1,1,113,39,39,114,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,113,39,1,
1,1,1,1,1,1,1,1,1,1,1,1,1,47,47,47,47,47,47,47,47,1,1,1,1,1,1,1,1,1,1,1,1,1,39,1,39,1,1,1,1,1,1,1,1,1,1,1,105,39,39,106,1,1,1,1,1,1,1,1,1,39,39,1,1,1,1,1,1,1,1,1,1,105,39,1,
1,1,1,1,1,1,1,1,1,1,47,47,47,121,122,121,122,121,122,121,122,1,1,1,1,1,1,1,1,1,1,1,1,1,39,1,1,39,1,1,1,1,1,1,1,1,1,1,113,39,39,114,1,1,1,1,1,1,1,1,1,39,1,39,39,1,1,1,1,1,1,1,1,113,39,1,
1,1,1,1,1,47,47,47,47,47,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,39,1,1,1,39,1,1,1,1,1,1,1,1,1,1,105,39,39,106,1,1,1,1,1,1,1,1,39,1,1,1,39,1,1,1,1,1,1,1,1,105,39,1,
1,1,47,47,47,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,39,1,1,1,1,1,39,1,1,1,1,1,1,1,1,1,113,39,39,114,1,1,1,1,1,1,1,1,39,1,1,1,1,39,1,1,1,1,1,1,1,113,39,1,
1,39,106,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,39,1,1,1,1,1,1,39,1,1,1,1,1,1,1,1,1,105,39,39,106,1,1,1,1,1,1,1,1,39,1,1,1,1,39,1,1,1,1,1,1,1,105,39,1,
1,39,114,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,39,1,1,1,1,1,1,1,39,1,1,1,1,1,1,1,1,113,39,39,114,1,1,1,1,1,1,1,39,1,1,1,1,1,1,39,1,1,1,1,1,1,113,39,1,
